simulation_n,seed,candidate_num,objective_score,S1_discharge_fraction,S1_discharge_mass_kg,S2_discharge_fraction,S2_discharge_mass_kg,S3_discharge_fraction,S3_discharge_mass_kg,diastatic_power_WK,fine_extract_db_pct,moisture_pct,total_protein_pct,wort_colour_EBC,wort_pH
72,113,3,0.40141497542589244,0.399061,3192.486976,0.725939,5807.513024,0.0,0.0,331.79501970195753,81.74683999212837,4.296405772061024,10.567755474614497,3.8740123098023664,5.959257576323543
72,113,4,0.3951994270746894,0.419921,3359.370687,0.554685,4437.482749,0.150393,1203.146564,331.14347833530945,81.64729809009617,4.308882305780937,10.615208789107285,3.8740509337633817,5.958004129357398
73,114,1,0.3871932308806181,0.602953,4823.624595,0.400688,3205.501618,0.121359,970.873786,329.4475453411372,81.64614066253137,4.3216539799583815,10.679615088473035,3.888481786028348,5.95456233409991
73,114,2,0.4094462394402976,0.107656,861.244019,0.748206,5985.645933,0.269139,2153.110048,333.7611618342456,81.60837803535857,4.292278672683913,10.52512583598642,3.849515345261412,5.963344830942397
73,114,3,0.4097287768389136,0.297945,2383.561644,0.319777,2558.219178,0.507277,4058.219178,333.32543577725784,81.70898617180664,4.287851963969038,10.518549187641607,3.8588288405084232,5.962390477526834
73,114,4,0.40421316447764444,0.316593,2532.741827,0.498867,3990.934516,0.30954,2476.323657,332.902202668654,81.61372956069006,4.298293715523593,10.556385720899177,3.8571541835541137,5.961597500914523
74,115,1,0.38788233523430476,0.0,0.0,0.314394,2515.154216,0.810606,6484.845784,329.6545183398937,81.6365360443827,4.320839791076263,10.673988321845808,3.8861791961418275,5.954989141471099
74,115,2,0.39740428361129826,0.417687,3341.498559,0.349063,2792.507205,0.358249,2865.994236,331.4238777389347,81.67569705303002,4.304615936469884,10.598095844195267,3.8732320778270117,5.9585535946789605
74,115,3,0.39504518284739293,0.005186,41.48995,0.137747,1101.973078,0.982067,7856.536972,331.3949606770329,81.58729157838417,4.311585392528102,10.619449090245334,3.8685678169441386,5.958556288205569
74,115,4,0.3977210612586608,0.115689,925.512429,0.168676,1349.411252,0.840635,6725.076319,331.46646564916705,81.67897183891449,4.304047279886157,10.595734675825131,3.873050011143394,5.958637770339875
75,116,1,0.3871277833777991,0.627247,5017.979761,0.3956,3164.799422,0.102153,817.220817,329.4313400329008,81.64627555678629,4.321764869080632,10.680197068274193,3.8886277870616244,5.954529345032693
75,116,2,0.4072330306458433,0.34371,2749.676943,0.29667,2373.361639,0.48462,3876.961418,332.8953118873357,81.71754731636642,4.29041472614151,10.532854764773209,3.8629807322140697,5.96151141755374
75,116,3,0.39183264072720836,0.470178,3761.422497,0.365114,2920.912254,0.289708,2317.665249,330.4209838048854,81.657792642769,4.313483909623737,10.640128901103743,3.880809131394129,5.956530239328506
75,116,4,0.3888878984965794,0.603,4824.0,0.280895,2247.157895,0.241105,1928.842105,329.81381254632305,81.65159059848413,4.318498487589878,10.664513731287741,3.8856540713147343,5.955302040543803
76,117,1,0.38713246812417934,0.64721,5177.682328,0.401462,3211.693548,0.076328,610.624123,329.427863005271,81.64725371404286,4.321716152146409,10.680104410204285,3.8887118473163036,5.954521607687915
76,117,2,0.40594902407878175,0.328232,2625.85981,0.396219,3169.751065,0.400549,3204.389125,332.9634843170338,81.66053650558959,4.294259882084518,10.54334142599149,3.8592307946093887,5.96168939260014
76,117,3,0.39343414677978883,0.559132,4473.053892,0.229042,1832.335329,0.336826,2694.610778,330.626158340374,81.68331931249104,4.309999530741747,10.626519233142561,3.8804736512035705,5.95692899924529
76,117,4,0.38806090705591084,0.543243,4345.940133,0.37416,2993.278365,0.207598,1660.781502,329.6445120594126,81.64748693176946,4.320078098250638,10.671857186145566,3.8868731025392207,5.9549612247940535
77,118,1,0.38712391847927846,0.63638,5091.041118,0.382522,3060.179722,0.106097,848.779159,329.43251626615614,81.64582885634071,4.3217901954151134,10.680254951381398,3.888592917094517,5.954532042894311
77,118,2,0.40410385620719863,0.369592,2956.739812,0.32163,2573.040752,0.433777,3470.219436,332.4704199853713,81.70074816869212,4.294875604744565,10.552774199074138,3.8656790009498074,5.960660589383071
77,118,3,0.3997571154885855,0.804348,6434.782609,0.11413,913.043478,0.206522,1652.173913,332.0971433406583,81.6231922371498,4.303591615020491,10.584664947512886,3.8645607367591066,5.959956727984084
77,118,4,0.3898072499711442,0.57227,4578.157895,0.277599,2220.789474,0.275132,2201.052632,329.9661532358647,81.66258749651917,4.316519146739128,10.656232005819465,3.8849629529188876,5.955603642388253
78,119,1,0.38713507497521765,0.640606,5124.847747,0.405309,3242.474334,0.079085,632.677919,329.4283530845074,81.64728154922041,4.32171036072563,10.68007949626139,3.888709205003634,5.954522583176893
78,119,2,0.40608127635596003,0.552481,4419.847328,0.105916,847.328244,0.466603,3732.824427,332.7250354779167,81.7147707162991,4.2919002622213664,10.539931010080764,3.8642818305814304,5.96116769919065
78,119,3,0.40144220694488925,0.366389,2931.113662,0.395235,3161.882893,0.363375,2907.003444,332.23704197046106,81.65573185956468,4.300059698982795,10.571916912787449,3.8651727787752934,5.960218113285427
78,119,4,0.38929680831893687,0.555202,4441.619916,0.30334,2426.718093,0.266458,2131.661992,329.85942373887406,81.66131941545589,4.317414204725199,10.66055917203907,3.8858047218939262,5.95538787124339
79,120,1,0.38712472000114073,0.636658,5093.265147,0.398923,3191.384242,0.089419,715.350611,329.42855451856497,81.64671343513938,4.321752251877755,10.680202070732266,3.8886759214516333,5.954523386594479
79,120,2,0.40729112798003386,0.348913,2791.304348,0.127174,1017.391304,0.648913,5191.304348,332.7323146097051,81.75313381350617,4.2889153098999735,10.530864166473688,3.86635089895799,5.961155834166306
79,120,3,0.4015200636169107,0.363688,2909.502262,0.401584,3212.669683,0.359729,2877.828054,332.2666588687594,81.65231100866161,4.300099520084808,10.571580731504278,3.8647295956200067,5.960280608648518
79,120,4,0.3883277321060213,0.592951,4743.605466,0.303521,2428.170988,0.228528,1828.223546,329.68963327488007,81.65094344039747,4.319476614409636,10.669358562076903,3.8866794793820802,5.955050416651723
80,121,1,0.3871215590957262,0.640116,5120.927714,0.384273,3074.181031,0.100611,804.891255,329.431125730342,81.64600534770364,4.321787112742307,10.680267096221659,3.8886146070917222,5.954529097662013
80,121,2,0.40605632106103245,0.334569,2676.549865,0.373484,2987.87062,0.416947,3335.579515,332.91701695890276,81.67390381899682,4.2935862801596265,10.542035502649606,3.8603705800391164,5.961585784978172
80,121,3,0.3886209063906303,0.56815,4545.197465,0.52021,4161.677231,0.036641,293.125305,329.6637784055512,81.67056885337874,4.318170809983506,10.665838916018965,3.8879907618923992,5.95498430471779
80,121,4,0.38742930152171406,0.705682,5645.454545,0.419318,3354.545455,0.0,0.0,329.4642526580582,81.65447180587917,4.320892625291912,10.677073988828687,3.8888018297449274,5.954590463009069
81,122,1,0.3871459593443431,0.625407,5003.254679,0.40775,3262.001627,0.091843,734.743694,329.43216656629664,81.64702132007316,4.3217017197122765,10.679994904270725,3.8886621539673407,5.954530504933672
81,122,2,0.4112971886895482,0.241894,1935.153584,0.476109,3808.87372,0.406997,3255.972696,333.9591799491021,81.62618215701637,4.289437730907706,10.51355657812155,3.8488120006111477,5.963734426817557
81,122,3,0.3905650738718183,0.543063,4344.501793,0.285113,2280.902808,0.296824,2374.595398,330.08720348388357,81.67173607600066,4.3149150066012485,10.649557273897846,3.88443658983009,5.955843010865362
81,122,4,0.39111778863555086,0.460678,3685.420744,0.469814,3758.51272,0.194508,1556.066536,330.376639527253,81.63539021458735,4.315526840775891,10.646939914216086,3.879943562970639,5.956455781476817
82,123,1,0.38711999478722625,0.640638,5125.102208,0.392171,3137.36713,0.092191,737.530662,329.42875835301106,81.64643025066636,4.321772359622095,10.680259258050727,3.888658446806154,5.954523997016868
82,123,2,0.40579251334851146,0.177632,1421.052632,0.838816,6710.526316,0.108553,868.421053,332.8283534871293,81.68356632792059,4.2935112533587345,10.54317447565883,3.8616651935414934,5.9613990956329035
82,123,3,0.41061907922479146,0.282403,2259.221311,0.37231,2978.483607,0.470287,3762.295082,333.59992445782035,81.6801103231543,4.288004958001843,10.514785266962136,3.8548785695955754,5.9629677187604795
82,123,4,0.3915701534116501,0.551289,4410.314685,0.260402,2083.216783,0.313309,2506.468531,330.27531228723035,81.67696565996822,4.313108727886386,10.641244456163307,3.8831193547227603,5.956221224002946
83,124,1,0.387156389603403,0.654568,5236.54249,0.408541,3268.330449,0.061891,495.127061,329.42944724159827,81.64812882490423,4.321637455478801,10.679843947334891,3.8887469241049515,5.954524215836376
83,124,2,0.3997291059934734,0.11859,948.717949,0.365385,2923.076923,0.641026,5128.205128,331.8741787864007,81.66923647314333,4.301741816950263,10.582545777213854,3.869024429820777,5.959472153831858
83,124,3,0.4018807975407609,0.347126,2777.004944,0.448661,3589.290204,0.329213,2633.704852,332.4375585747072,81.62925350748532,4.300582760888729,10.57040122767069,3.8619879420850194,5.960643532598375
83,124,4,0.3898556340447059,0.570508,4564.066731,0.277786,2222.290156,0.276705,2213.643113,329.9737805354601,81.6632158658181,4.3164141045360935,10.655799536139664,3.884932671729551,5.9556186887869575
84,125,1,0.3871205741352894,0.635826,5086.604977,0.393159,3145.269967,0.096016,768.125056,329.42929668398824,81.6463449847138,4.321774847013936,10.680258438211217,3.888649108689329,5.954525148995207
84,125,2,0.40331365794633245,0.36978,2958.239784,0.34048,2723.843736,0.41474,3317.91648,332.39374518798513,81.6893686849077,4.29631829349701,10.55828187759895,3.8657021475548285,5.960512848517072
84,125,3,0.3963000614118951,0.399406,3195.248452,0.536431,4291.45056,0.189163,1513.300987,331.42882576960125,81.63123373368074,4.307975435528436,10.608098217822212,3.8707196025583226,5.958594516063408
84,125,4,0.3903942300420927,0.547457,4379.65616,0.577543,4620.34384,0.0,0.0,329.92213650756753,81.69865728660201,4.314093000486094,10.649630747495703,3.8873430414986787,5.955489243726588
85,126,1,0.38711993543996104,0.638122,5104.973869,0.387637,3101.099297,0.099241,793.926834,329.4302255352071,81.64611470762142,4.321785491088269,10.68027608041546,3.8886283766182226,5.954527194398439
85,126,2,0.4041343935463634,0.367275,2938.202247,0.327247,2617.977528,0.430478,3443.820225,332.48968697200723,81.6977844367994,4.294957910218795,10.552724700317812,3.865349674078537,5.960701757866339
85,126,3,0.3898853273452387,0.560439,4483.513608,0.284587,2276.692254,0.279974,2239.794138,329.9712649325029,81.66512010000517,4.31628745547234,10.655458290532355,3.885059963397697,5.95561225994311
85,126,4,0.39374903809327116,0.431122,3448.979592,0.415816,3326.530612,0.278061,2224.489796,330.8971136823548,81.63939907263648,4.311328173643173,10.626336618124059,3.8757177802545493,5.957509515597502
86,127,1,0.38711994095646685,0.637773,5102.183877,0.39239,3139.121057,0.094837,758.695066,329.42909221755815,81.64635640374428,4.321775503856169,10.680263554375301,3.8886514906562377,5.954524726015946
86,127,2,0.40565722132877036,0.362718,2901.74002,0.297083,2376.663255,0.4652,3721.596725,332.65440595514974,81.71524845242519,4.292391980732423,10.5424927736565,3.864912042612085,5.961023995534943
86,127,3,0.39008582896920546,0.554304,4434.433541,0.570696,4565.566459,0.0,0.0,329.87114257867694,81.69535620927472,4.314726530968076,10.652315860924581,3.8875954938599033,5.955388022824207
86,127,4,0.3991703835713575,0.380889,3047.110553,0.409862,3278.894472,0.334249,2673.994975,331.88790686837353,81.6454335805717,4.303457426186442,10.587481403661272,3.8675847128661753,5.959516550451429
87,128,1,0.38712832920445794,0.629237,5033.898305,0.398894,3191.153811,0.096868,774.947884,329.4303516301634,81.64651378298387,4.321754063146912,10.680179856668987,3.888649469737024,5.954527173224755
87,128,2,0.4072319708514857,0.341974,2735.795455,0.156605,1252.840909,0.62642,5011.363636,332.7262666255425,81.7524520181032,4.289012622144042,10.531249149116086,3.866364713607934,5.961144030744405
87,128,3,0.4062099440161265,0.294662,2357.292812,0.564131,4513.046086,0.266208,2129.661102,333.24370930899744,81.61020682937705,4.2960088104023075,10.544277057222345,3.8540396160850707,5.962293176547009
87,128,4,0.39366812243542715,0.569956,4559.646539,0.220029,1760.235641,0.335015,2680.11782,330.68838713757316,81.68005581612242,4.3097834392993954,10.62491359270475,3.8797604757882276,5.957057584701826
88,129,1,0.3871552737987587,0.630761,5046.086719,0.413247,3305.972184,0.080993,647.941096,329.43163819285206,81.6476058705821,4.321661018059203,10.679880928133732,3.8886991450079624,5.954529026442885
88,129,2,0.40715224842023173,0.32756,2620.481928,0.362952,2903.614458,0.434488,3475.903614,333.05593373447743,81.68143345352681,4.291972192234501,10.53505605771154,3.8596015702004,5.961862545246491
88,129,3,0.3920059728664507,0.568767,4550.139276,0.242275,1938.196379,0.313958,2511.664345,330.3788706957144,81.6742522763669,4.312541524967698,10.637949641122873,3.8820834965869273,5.95643332301519
88,129,4,0.3961413339645739,0.401316,3210.526316,0.536184,4289.473684,0.1875,1500.0,331.3959775344696,81.63185123477034,4.308173925184439,10.609199044253787,3.871034662320835,5.958527408133432
89,130,1,0.3871228851570271,0.632026,5056.206713,0.387387,3099.094299,0.105587,844.698988,329.4316800939957,81.64595455127704,4.321786847142869,10.680257770751748,3.8886070469171368,5.954530258248143
89,130,2,0.4100828821231604,0.293534,2348.275862,0.35431,2834.482759,0.477155,3817.241379,333.47066854866193,81.69004059888103,4.288213052713007,10.517398103544222,3.8565350029407224,5.962698444287592
89,130,3,0.3979897212345112,0.380878,3047.021944,0.543103,4344.827586,0.201019,1608.15047,331.76235095629335,81.62689802559511,4.305812323158007,10.59647772399259,3.867628087265598,5.9592745545943595
89,130,4,0.39365722225573535,0.491138,3929.101157,0.286228,2289.824978,0.347634,2781.073865,330.63195229666957,81.69142586516492,4.30933694932054,10.62444235108978,3.8808744942470295,5.956935130930892
90,131,1,0.38788705292100994,0.0,0.0,0.318389,2547.110333,0.806611,6452.889667,329.6556817171863,81.63652171649575,4.32083218509642,10.673947605794089,3.8861684567524435,5.954991512977491
90,131,2,0.3944387794337598,0.45252,3620.162933,0.335667,2685.336049,0.336813,2694.501018,330.85770902356757,81.67642352157911,4.308794610087732,10.619342152977541,3.8781114860401416,5.957403816085203
90,131,3,0.3994279504418977,0.170667,1365.336356,0.205638,1645.106452,0.748695,5989.557193,331.5782431197659,81.71986447724585,4.300087594058293,10.582135964947708,3.8743664613874538,5.958836271386053
90,131,4,0.39027370843306114,0.0,0.0,0.213627,1709.01745,0.911373,7290.98255,330.28136938733047,81.61713161322797,4.317634085409067,10.654727342575962,3.879743470928643,5.956275070819797
91,132,1,0.38712232461213447,0.646559,5172.469202,0.390366,3122.924478,0.088076,704.60632,329.4288297516874,81.6465332729668,4.32176395589857,10.680232948438977,3.888663560022195,5.954524070406813
91,132,2,0.40761698358568893,0.322434,2579.474343,0.364675,2917.396746,0.437891,3503.128911,333.13144428008417,81.68099604219167,4.291440889981522,10.532300450250963,3.85893188029198,5.96201612895805
91,132,3,0.39608131477334985,0.562793,4502.345379,0.197207,1577.658096,0.365,2919.996525,331.1066444711969,81.69043134579726,4.305862871236237,10.606717160305685,3.8767620450981646,5.957899406111652
91,132,4,0.39298253595861204,0.681319,5450.552734,0.187668,1501.344488,0.256013,2048.102779,330.7782601136888,81.63200607763345,4.3127817784758395,10.632525949063073,3.8763229007771676,5.9572733870358405
92,133,1,0.38711961024388813,0.639822,5118.57559,0.388671,3109.367659,0.096507,772.056751,329.42967320283987,81.64621586155353,4.321781894742565,10.680273788799388,3.8886387170705823,5.954526002965156
92,133,2,0.4103021136895418,0.289352,2314.814815,0.357639,2861.111111,0.478009,3824.074074,333.51218601981446,81.68836034670655,4.288030911401474,10.5162129492842,3.8560868054169064,5.9627838880473165
92,133,3,0.3990033216918877,0.55581,4446.479729,0.172085,1376.682004,0.397105,3176.838267,331.5942537945317,81.70078986831076,4.301424944288523,10.585901697565077,3.8731699175169947,5.958882017943599
92,133,4,0.39668175102580505,0.416815,3334.520841,0.36832,2946.562166,0.339865,2718.916993,331.3437839765887,81.66435338974605,4.30608145811649,10.603724620863488,3.873286436382569,5.958398888730964
93,134,1,0.3871307118287959,0.634781,5078.250212,0.403036,3224.285849,0.087183,697.463939,329.4289551593354,81.64693206537638,4.321732554711796,10.680136815530231,3.8886846432958215,5.954524048034447
93,134,2,0.3988367915039185,0.132925,1063.400576,0.32745,2619.596542,0.664625,5317.002882,331.62333172713016,81.68848840372793,4.302147176328569,10.587621040876014,3.8722379734795,5.958949586345217
93,134,3,0.4011832638979985,0.372717,2981.737298,0.382727,3061.812222,0.369556,2956.45048,332.1605058114344,81.66244941700513,4.300118938038561,10.573272109324382,3.866200131616231,5.96005808645371
93,134,4,0.39006159768976767,0.47924,3833.919437,0.457211,3657.688619,0.188549,1508.391944,330.1354145346782,81.63846939395566,4.31709565874938,10.655357521868472,3.8821763805643883,5.955963977040403
94,135,1,0.387120905491205,0.63796,5103.683126,0.394592,3156.734474,0.092448,739.5824,329.42870702572213,81.64648739985957,4.321768377916649,10.680248102584988,3.8886620604561104,5.954523853139917
94,135,2,0.4019198283125556,0.398237,3185.898012,0.300702,2405.612015,0.426061,3408.489972,332.06929720066887,81.70795306092852,4.29732508091766,10.566293747358074,3.8695076726099686,5.959841341016739
94,135,3,0.39500567977041245,0.408984,3271.873042,0.501657,4013.259553,0.214358,1714.867404,331.2087379308073,81.6255118238925,4.310058481918839,10.617733323744096,3.8722828113204617,5.958151730110046
94,135,4,0.38881054745526655,0.545632,4365.053322,0.515792,4126.33306,0.063577,508.613618,329.7262984635216,81.66643007859699,4.3180194018543405,10.664422844585769,3.8872264704902464,5.955114089241029
95,136,1,0.3871228835365218,0.641456,5131.644865,0.396605,3172.83607,0.08694,695.519065,329.4280910219251,81.64671897381743,4.321755295105318,10.680218331132492,3.888680190665711,5.954522441889611
95,136,2,0.40756678175874367,0.316406,2531.25,0.386719,3093.75,0.421875,3375.0,333.18565540482297,81.66799082110704,4.292028919291761,10.533230520878007,3.8577460250630167,5.962135204311373
95,136,3,0.3900999597371778,0.500939,4007.51073,0.354882,2839.055794,0.269179,2153.433476,330.0557398765833,81.65715718399424,4.316263976718301,10.654088239745928,3.8838955711058056,5.955789266662299
95,136,4,0.3906393550617367,0.470709,3765.674315,0.480306,3842.446473,0.173985,1391.879212,330.2559571930625,81.63938278028715,4.316124391942344,10.650589219010682,3.8811968451179832,5.9562080340380685
96,137,1,0.38712426795162436,0.641186,5129.48886,0.3981,3184.796855,0.085714,685.714286,329.42802138057283,81.64680404671914,4.3217493173029595,10.680201469130836,3.8886855121632617,5.954522241445215
96,137,2,0.40703412953063056,0.311297,2490.378235,0.418796,3350.364964,0.394907,3159.256802,333.1912476905112,81.64911635913019,4.293428895821167,10.537344415301789,3.856649646528503,5.962159663438609
96,137,3,0.38845749977875305,0.773342,6186.736893,0.351658,2813.263107,0.0,0.0,329.62444534620704,81.67102358767184,4.31843023083121,10.667222302551988,3.8883522049030756,5.954904146181416
96,137,4,0.39406204935355055,0.440055,3520.441989,0.375414,3003.314917,0.30953,2476.243094,330.8760015906229,81.65698799313554,4.310142465124413,10.62310429397904,3.876875387732976,5.957454445327613
97,138,1,0.38712388382390356,0.642722,5141.776408,0.381935,3055.477725,0.100343,802.745867,329.4318389678844,81.64597138977871,4.3217843727090095,10.680247903236497,3.8886066244929673,5.954530569055154
97,138,2,0.4103105221433416,0.26628,2130.237826,0.449745,3597.961495,0.408975,3271.80068,333.7592755256678,81.63679991794046,4.290121663661949,10.518683829052494,3.851110461033721,5.963321264478748
97,138,3,0.3989448593586699,0.411942,3295.539033,0.329868,2638.94052,0.38319,3065.520446,331.6430014102138,81.68842843978844,4.302004654576527,10.586890865110902,3.8720665252000934,5.958989555762332
97,138,4,0.3896662930896098,0.488952,3911.61208,0.466844,3734.75117,0.169205,1353.63675,330.03441250930234,81.64154272524921,4.317616247414064,10.658473165176002,3.883210386365961,5.955756817303698
98,139,1,0.3871207280188789,0.641146,5129.166306,0.393667,3149.33772,0.090187,721.495974,329.42845450924386,81.64653217896576,4.321766845768419,10.680247391009198,3.8886667064447313,5.954523309456447
98,139,2,0.40910650574791285,0.0,0.0,0.634728,5077.821012,0.490272,3922.178988,333.7658011531151,81.59624540936333,4.293170774742215,10.527730768024876,3.8488016581858675,5.9633626737978975
98,139,3,0.4016755389499632,0.39592,3167.360985,0.310949,2487.592827,0.418131,3345.046187,332.05318315923205,81.70261688145126,4.297853216732489,10.56812606313236,3.8693489450444543,5.959812336570082
98,139,4,0.39305845854874066,0.433187,3465.492958,0.448944,3591.549296,0.24287,1942.957746,330.7996169728576,81.63072539317244,4.312719888438214,10.632011711886065,3.8760692143825928,5.957317628998791
99,140,1,0.3871214108991703,0.636278,5090.227508,0.395069,3160.548087,0.093653,749.224405,329.4289244058487,81.64646674574631,4.321768329955337,10.68024461439142,3.888659055055575,5.954524308746129
99,140,2,0.4082796631595416,0.094937,759.493671,0.764241,6113.924051,0.265823,2126.582278,333.582730896313,81.6078242018932,4.293655398814575,10.532001105731215,3.851009627487116,5.962983015995474
99,140,3,0.4033661033368892,0.361872,2894.974003,0.361482,2891.854419,0.401646,3213.171577,332.4593911534032,81.67747241195619,4.296736094520631,10.558525342740307,3.864480166874462,5.960654365516768
99,140,4,0.39105897886753854,0.465937,3727.499416,0.413339,3306.709265,0.245724,1965.791319,330.3393238907136,81.64067875382858,4.315401925070791,10.64713925381678,3.8805563077707017,5.956376361327315
100,141,1,0.3871225666261098,0.646938,5175.501801,0.388028,3104.220278,0.090035,720.277921,329.4294219279575,81.64641942089938,4.3217682242628115,10.680236643127548,3.888652173571696,5.954525351537964
100,141,2,0.412810104607957,0.662004,5296.028881,0.024368,194.945848,0.438628,3509.025271,334.0299743928955,81.65889334164079,4.28640951423335,10.50338278280935,3.850024207929655,5.963855417387218
100,141,3,0.4083796325841432,0.278105,2224.839038,0.485873,3886.987462,0.361022,2888.173501,333.5422083439747,81.61972752929478,4.293049170136325,10.530805843578598,3.8520172700550526,5.96289249247811
100,141,4,0.4008153563136748,0.411231,3289.846154,0.294923,2359.384615,0.418846,3350.769231,331.875763347064,81.7086743805797,4.298717348674253,10.573447994529468,3.8712018814248212,5.959447982918851
101,142,1,0.3871210211785517,0.635627,5085.019372,0.386704,3093.628928,0.102669,821.3517,329.43100301160285,81.64600418894855,4.321788119026665,10.680272003055334,3.888615591594553,5.954528849358151
101,142,2,0.4109383016672284,0.260574,2084.595212,0.439969,3519.752982,0.424456,3395.651806,333.82835871762035,81.64234055777452,4.289181772538223,10.514801337343583,3.8508278197257604,5.963457649787312
101,142,3,0.40147446382005547,0.433816,3470.529471,0.245005,1960.03996,0.446179,3569.430569,331.899711436019,81.72732429742003,4.297113603293091,10.56826832624821,3.872033303394966,5.959483644161446
101,142,4,0.3898032385957374,0.574712,4597.692862,0.276045,2208.363374,0.274243,2193.943764,329.96777923006795,81.6620578651876,4.3165474444750105,10.656291883731678,3.8849196315696712,5.955607310817048
102,143,1,0.38712790625936233,0.652106,5216.848011,0.389791,3118.3271,0.083103,664.824889,329.4292367074822,81.64672979020393,4.321745900692353,10.680172521961948,3.888670999391825,5.95452476002199
102,143,2,0.4104164029787236,0.529588,4236.702128,0.02992,239.361702,0.565492,4523.93617,333.32237655629115,81.7314084197708,4.286162032149948,10.513526457122287,3.860100668138623,5.962368696564211
102,143,3,0.40227285245070993,0.366848,2934.782609,0.373494,2987.94896,0.384659,3077.268431,332.31526624808663,81.66911388057869,4.2984524506431825,10.565891717343598,3.865247640817733,5.960367608813023
102,143,4,0.3893894091817169,0.584863,4678.907872,0.27869,2229.522593,0.261446,2091.569535,329.8970718115633,81.65770568351913,4.317408697593421,10.659963449525439,3.885282180609495,5.955466803149234
103,144,1,0.38713090479905704,0.652091,5216.724926,0.381554,3052.43345,0.091355,730.841624,329.43200115791024,81.64629309652925,4.321758584928188,10.680168044662866,3.8886231108506837,5.954530674879576
103,144,2,0.40839119980257904,0.277597,2220.779221,0.271753,2174.025974,0.575649,4605.194805,333.0175822586246,81.72991277982572,4.288555726957363,10.525396684585559,3.862622656497801,5.961751028829596
103,144,3,0.39772885926684104,0.392208,3137.667304,0.414436,3315.487572,0.318356,2546.845124,331.643813624808,81.64191924137259,4.305551366312186,10.597518504708741,3.86947573883858,5.959023502542996
103,144,4,0.39094617737129983,0.764515,6116.116751,0.226999,1815.989848,0.133487,1067.893401,330.28706563031653,81.64669197405996,4.3153334021821514,10.64773765838774,3.8813370273596,5.9562661056778445
104,145,1,0.38712303483341354,0.643189,5145.513339,0.382983,3063.864188,0.098828,790.622474,329.43133780133144,81.64603506773933,4.321783256460809,10.68025226474656,3.8886144456322578,5.954529507509081
104,145,2,0.40266665411188446,0.369324,2954.593903,0.357093,2856.746962,0.398582,3188.659135,332.33441028028494,81.67906664037366,4.297548999200095,10.562886839442056,3.865636947710632,5.960399557923395
104,145,3,0.38822861539270015,0.539049,4312.388326,0.369528,2956.223943,0.216423,1731.387731,329.67851758106764,81.64847283437126,4.319748471447631,10.670345143864928,3.8866372294217575,5.955029568441973
104,145,4,0.38906324786263663,0.750958,6007.662835,0.273587,2188.697318,0.100455,803.639847,329.8460082698958,81.65311627246729,4.31814116306551,10.66294643889044,3.8854636538559095,5.955366335615063
105,146,1,0.38713064363813254,0.653016,5224.128589,0.393557,3148.455843,0.078427,627.415568,329.428651625596,81.64699324758932,4.321730151087812,10.680134274408115,3.888690636613116,5.954523389399253
105,146,2,0.4028830231040634,0.368544,2948.352189,0.354156,2833.251353,0.4023,3218.396458,332.3614214990005,81.68103950142832,4.297196287558624,10.561413147306633,3.8655156859853306,5.960453018346338
105,146,3,0.393156202300528,0.458464,3667.711599,0.56779,4542.319749,0.098746,789.968652,330.632816604244,81.67020450673942,4.3109515614726766,10.629272890506583,3.879688142645832,5.9569516224558585
105,146,4,0.3973852350798512,0.384202,3073.619632,0.465874,3726.993865,0.274923,2199.386503,331.6712659554778,81.62269107080373,4.306814879005544,10.600886699240048,3.8681728718354393,5.959092581324129
106,147,1,0.3871205120413016,0.641592,5132.737885,0.386308,3090.466926,0.097099,776.795189,329.430205461513,81.64614824896466,4.3217830790261065,10.68026915305504,3.8886304115962154,5.954527130357957
106,147,2,0.4031839226941356,0.36726,2938.081395,0.350581,2804.651163,0.407158,3257.267442,332.4001979859714,81.68348683583795,4.2967193433074655,10.559385753215143,3.8653202260425243,5.960530031762875
106,147,3,0.3990770504381157,0.400424,3203.389831,0.626059,5008.474576,0.098517,788.135593,331.70309477305784,81.68080446922278,4.302137625041842,10.58636526323233,3.8711293527939343,5.959116834576725
106,147,4,0.3898079471310309,0.551577,4412.616773,0.293797,2350.372625,0.279626,2237.010601,329.9524916563663,81.66550610636497,4.3163983673080555,10.656079845672377,3.8852418635470594,5.955573883737135
107,148,1,0.38712297419618674,0.640586,5124.688279,0.396976,3175.810474,0.087438,699.501247,329.4281397129138,81.64671320352458,4.321755371749566,10.680217811973097,3.8886794539315894,5.954522544735304
107,148,2,0.4036071280527124,0.365545,2924.360795,0.34517,2761.363636,0.414284,3314.275568,332.45337227314286,81.687131815003,4.296043236447954,10.556539366680127,3.86506824379809,5.960635439785491
107,148,3,0.38927052846100685,0.513186,4105.486226,0.363786,2910.289616,0.248028,1984.224158,329.8957667199928,81.65238163690393,4.317825155898955,10.6612329027739,3.8849975548707922,5.955467851179487
107,148,4,0.38847079760210246,0.531639,4253.114233,0.480056,3840.445269,0.113305,906.440498,329.7156375793528,81.65236543123336,4.319173513473658,10.668049193046317,3.886536219860377,5.955102215673577
108,149,1,0.38712248776210706,0.638775,5110.196216,0.396746,3173.966363,0.08948,715.837421,329.4283620429384,81.64664116916263,4.321759211649896,10.680225911212176,3.8886735517659723,5.954523046070115
108,149,2,0.4042488382674547,0.363019,2904.153355,0.336319,2690.552259,0.425662,3405.294386,332.53167252042476,81.69296545810593,4.29501203216074,10.55224113462953,3.8647231021988353,5.960790331454101
